match_id,hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,hero_10,first_5_won
2488187262,98,54,21,56,25,68,49,62,73,93,FALSE
2488187260,94,68,100,17,32,89,93,55,47,54,TRUE
2488187239,107,41,54,36,19,6,85,44,46,68,FALSE
2488187113,75,54,2,81,39,68,111,65,74,50,TRUE
2488187051,29,68,49,11,102,57,44,36,63,34,TRUE
2488186942,68,103,76,104,105,64,53,90,11,31,FALSE
2488186774,22,28,7,21,68,27,9,109,42,14,FALSE
2488186631,54,68,44,29,35,70,98,104,11,57,FALSE
2488186295,56,68,8,59,2,4,37,110,13,98,FALSE
2488186235,41,59,27,17,68,20,6,103,90,93,FALSE
2488186199,41,98,102,5,74,31,42,63,93,68,FALSE
2488186198,13,44,68,63,4,25,71,98,11,53,FALSE
2488185778,30,73,14,57,36,68,32,54,17,18,TRUE
2488185560,53,111,68,105,65,58,80,18,2,57,FALSE
2488185138,74,68,28,32,7,9,73,84,85,1,FALSE
2488184124,1,38,36,73,29,23,95,88,11,68,FALSE
2488183305,1,68,43,36,41,40,34,8,50,94,TRUE
2488183187,8,10,7,67,73,98,18,68,34,33,FALSE
2488182522,42,74,14,68,47,18,39,7,2,93,TRUE
2488182404,104,68,52,42,66,55,43,67,30,20,TRUE
2488182403,68,57,42,14,75,9,67,59,7,41,TRUE
2488182202,85,19,40,68,87,65,55,74,39,31,TRUE
2488181966,56,12,36,22,68,23,29,8,112,104,TRUE
2488181801,57,44,18,8,11,63,104,10,40,68,TRUE
2488181548,53,7,74,103,63,14,44,100,59,68,TRUE
2488181373,110,43,68,32,76,75,104,14,6,86,FALSE
2488181098,7,8,39,47,53,68,86,74,4,103,TRUE
2488181065,26,74,88,73,21,97,32,23,68,10,FALSE
2488181011,98,85,99,68,5,67,50,44,26,73,TRUE
2488180862,68,65,95,93,44,56,105,71,43,76,TRUE
2488180628,18,68,62,14,73,27,93,104,32,42,FALSE
2488180295,68,40,58,21,53,46,5,42,43,41,FALSE
2488180213,29,41,68,69,94,51,16,12,52,31,FALSE
2488180125,70,31,68,21,2,6,28,59,39,8,TRUE
2488180081,94,7,68,14,73,40,43,98,8,45,TRUE
2488179855,68,61,21,72,57,49,79,95,88,14,FALSE
2488179585,106,13,68,93,59,18,71,54,90,14,FALSE
2488179550,26,40,18,68,73,7,93,47,35,38,FALSE
2488179495,19,74,70,29,68,9,8,75,97,98,FALSE
2488179452,14,32,68,52,10,111,35,18,28,94,FALSE
2488179441,6,42,98,73,25,18,68,110,55,8,TRUE
2488179401,42,68,6,113,8,95,99,17,35,1,TRUE
2488178922,43,44,63,74,95,68,21,27,98,1,TRUE
2488178524,59,93,68,84,14,3,32,2,18,74,TRUE
2488178367,25,93,30,98,104,28,51,46,68,6,FALSE
2488178345,4,82,81,68,112,1,39,45,30,69,TRUE
2488178046,93,36,70,5,51,21,68,44,71,73,TRUE
2488178039,60,7,53,79,68,65,41,45,47,61,TRUE
2488177979,88,93,71,74,32,2,106,68,56,28,TRUE
2488177742,53,28,56,103,67,14,8,6,68,7,FALSE
2488177646,14,16,48,86,55,8,68,69,11,20,TRUE
2488177641,73,93,44,71,5,35,14,68,8,36,TRUE
2488177596,84,57,2,56,74,88,102,109,5,68,TRUE
2488177569,98,72,68,7,2,14,9,73,36,88,FALSE
2488177298,14,84,2,18,74,44,54,68,36,71,TRUE
2488177039,85,5,18,39,32,62,55,94,68,93,FALSE
2488176780,4,68,34,70,57,22,2,18,32,26,TRUE
2488176731,70,68,53,8,35,63,88,42,46,33,TRUE
2488176471,21,98,5,42,23,67,25,74,68,2,TRUE
2488176336,35,80,37,25,68,2,51,92,74,32,FALSE
2488176230,78,39,38,85,22,74,105,4,68,50,TRUE
2488176115,68,54,8,73,93,32,70,5,74,29,FALSE
2488176040,8,6,42,81,93,32,74,63,68,14,FALSE
2488175982,46,15,56,71,68,32,34,19,69,26,TRUE
2488175814,18,5,84,35,85,69,93,80,110,68,TRUE
2488175786,40,91,29,55,7,2,62,43,68,48,FALSE
2488175665,30,85,26,99,44,73,68,91,6,28,TRUE
2488175535,34,6,51,36,32,74,10,68,62,99,TRUE
2488174661,42,8,5,22,68,41,15,73,82,88,FALSE
2488174655,1,20,36,14,68,9,72,51,13,49,TRUE
2488174596,9,68,83,8,100,1,102,109,58,85,TRUE
2488174509,5,9,68,62,41,110,26,6,74,99,TRUE
2488174439,75,35,73,55,38,68,67,17,104,88,TRUE
2488174327,25,19,74,18,64,73,14,68,58,44,FALSE
2488173979,28,104,26,95,39,68,44,42,60,9,TRUE
2488173844,71,19,93,53,10,25,18,9,68,85,FALSE
2488173621,20,104,99,54,81,68,8,51,1,113,TRUE
2488173037,68,28,104,26,85,29,54,73,19,37,TRUE
2488172755,26,46,1,68,3,74,105,28,29,99,TRUE
2488172616,44,28,25,68,54,49,8,59,20,95,TRUE
2488172596,8,107,1,14,68,54,28,69,41,74,FALSE
2488172425,69,110,39,54,26,12,9,111,68,2,FALSE
2488172357,68,70,2,67,47,73,44,28,1,35,TRUE
2488274531,5,85,31,19,100,61,32,66,1,2,FALSE
2488273850,19,89,66,86,17,1,105,107,29,84,TRUE
2488251367,48,3,36,93,52,56,1,9,17,39,TRUE
2488250275,74,9,33,62,1,42,11,27,32,28,FALSE
2488248734,56,83,46,50,96,14,2,58,93,1,TRUE
2488246917,1,20,74,54,62,39,53,47,17,10,TRUE
2488243310,22,44,5,100,42,52,74,104,91,1,TRUE
2488243108,41,53,57,8,47,34,42,104,44,1,TRUE
2488242220,48,2,1,35,10,16,12,32,3,81,FALSE
2488241621,44,1,61,12,62,105,72,29,14,22,TRUE
2488240742,44,76,14,57,104,6,18,70,74,1,TRUE
2488240597,2,4,5,54,62,29,68,1,102,79,TRUE
2488240210,109,104,59,57,81,13,1,18,4,54,TRUE
2488239832,26,1,60,14,34,6,94,70,20,87,FALSE
2488239380,14,74,100,97,44,98,106,104,1,36,TRUE
2488238568,6,74,35,7,2,33,18,1,72,36,TRUE
2488237579,1,27,71,107,6,21,19,35,36,33,TRUE
2488237564,36,26,2,50,93,1,17,49,88,14,TRUE
2488236104,12,14,42,4,44,62,41,49,1,82,TRUE
2488235866,4,57,14,94,16,1,72,96,32,54,TRUE
2488234209,54,36,14,77,55,95,1,69,3,93,TRUE
2488234201,2,44,10,105,8,36,11,6,1,42,TRUE
2488234175,109,104,70,9,64,44,93,4,62,1,TRUE
2488233985,17,1,44,53,25,112,104,68,73,52,FALSE
2488232866,14,30,44,75,1,2,36,49,99,57,FALSE
2488232473,54,5,1,9,35,40,97,11,21,93,TRUE
2488232029,48,29,98,20,6,8,42,74,1,32,TRUE
2488231900,36,30,54,19,74,8,69,1,99,64,TRUE
2488231894,29,43,14,25,1,103,71,20,44,65,TRUE
2488231708,34,62,93,53,1,42,27,12,106,95,TRUE
2488231009,44,69,46,49,62,1,101,34,63,38,TRUE
2488230914,60,22,45,89,19,1,48,41,42,57,FALSE
2488230448,35,36,44,61,1,28,109,106,14,43,TRUE
2488230391,73,70,104,12,44,14,8,1,28,37,TRUE
2488230127,48,4,86,93,14,1,2,33,94,36,TRUE
2488229987,43,70,66,38,44,16,107,102,96,1,TRUE
2488229980,83,14,1,2,49,86,46,67,5,70,FALSE
2488229915,6,1,39,10,50,93,20,13,104,98,FALSE
2488229904,42,30,19,7,56,86,1,38,44,54,TRUE
2488229833,26,2,1,104,43,44,71,56,12,60,FALSE
2488229717,30,54,11,85,60,32,46,18,1,97,TRUE
2488229632,69,11,22,111,93,45,57,14,18,1,FALSE
2488229265,98,14,36,5,109,33,1,111,63,8,TRUE
2488229207,18,9,34,33,8,100,26,1,32,29,TRUE
2488228747,25,1,59,57,70,74,17,8,93,18,TRUE
2488228549,93,5,52,49,60,10,1,86,16,45,TRUE
2488228473,22,1,50,25,47,18,49,93,64,78,FALSE
2488228436,93,9,13,1,74,55,49,14,35,40,FALSE
2488228357,57,36,76,4,54,1,43,67,45,84,TRUE
2488227947,14,44,93,49,21,53,2,73,1,59,TRUE
2488227772,48,32,26,39,35,36,18,44,28,1,FALSE
2488227424,54,1,36,99,3,9,42,22,5,59,TRUE
2488227332,56,67,27,64,43,5,63,104,98,1,TRUE
2488227160,84,45,9,16,104,31,1,79,11,10,TRUE
2488227041,19,44,64,17,6,100,1,93,71,8,TRUE
2488226651,14,97,18,110,44,1,79,31,23,46,TRUE
2488226545,42,10,28,14,57,60,1,64,104,11,FALSE
2488226495,32,6,26,12,74,1,98,14,41,48,TRUE
2488226478,41,96,87,62,73,1,46,79,107,54,TRUE
2488226405,26,21,54,1,9,90,93,17,5,77,FALSE
2488225912,93,22,2,6,44,18,33,90,1,9,FALSE
2488225896,64,21,6,62,34,1,63,80,86,84,TRUE
2488225726,84,48,109,35,5,1,32,23,52,6,TRUE
2488225687,44,101,54,100,71,1,26,87,32,46,FALSE
2488225588,54,40,62,71,93,99,30,53,74,1,FALSE
2488225227,1,21,54,6,70,27,35,25,44,14,TRUE
2488224972,73,99,9,55,1,28,67,44,106,41,TRUE
2488224963,49,74,26,32,35,54,71,1,102,104,TRUE
2488224925,20,93,98,1,36,18,87,32,44,73,TRUE
2488224787,44,49,111,28,29,14,36,1,54,86,FALSE
2488224784,43,6,1,93,41,77,12,30,20,44,FALSE
2488224577,91,4,77,42,9,81,1,70,59,35,TRUE
2488224373,28,5,1,11,90,50,113,32,8,17,FALSE
2488224330,6,94,78,109,26,67,14,1,105,72,TRUE
2488224291,53,49,23,14,19,38,1,64,75,74,FALSE
2488224171,93,32,1,17,98,25,99,9,74,14,FALSE
2488224004,1,68,44,7,6,43,88,55,2,56,FALSE
2488224000,98,1,73,112,44,3,26,18,94,34,FALSE
2488223784,8,6,9,7,14,12,101,57,46,1,TRUE
2488223668,11,14,41,32,1,99,51,62,44,48,FALSE
2488223360,74,9,18,1,33,19,26,100,11,98,FALSE
2488223253,44,1,47,85,67,94,109,35,96,4,FALSE
2488223123,84,64,32,70,73,35,23,1,96,71,TRUE
2488222284,91,14,53,7,1,109,74,2,9,34,FALSE
2488222188,7,74,104,1,71,31,44,18,2,14,FALSE
2488222137,57,29,84,67,7,69,52,1,40,38,TRUE
2488222130,18,17,95,1,58,38,84,19,96,93,FALSE
2488222127,57,22,104,93,85,4,44,1,27,2,TRUE
2488222096,8,74,22,99,14,1,19,102,41,42,TRUE
2488222006,75,17,29,8,27,86,1,34,96,44,TRUE
2488221966,43,104,44,65,26,1,39,9,34,86,TRUE
2488221650,96,56,93,36,1,70,73,104,9,21,FALSE
2488221598,60,63,95,6,104,2,1,14,18,52,FALSE
2488221444,93,9,21,83,113,54,14,101,1,4,FALSE
2488221442,56,44,43,2,29,5,1,71,50,9,FALSE
2488221332,44,42,9,1,19,71,47,46,36,5,FALSE
2488221329,14,87,44,53,35,1,93,34,27,38,TRUE
2488221324,35,56,22,104,17,90,6,16,1,21,TRUE
2488221308,54,14,58,17,103,1,26,41,107,71,TRUE
2488221232,14,106,31,94,99,18,1,7,58,9,TRUE
2488221212,29,41,1,16,106,9,26,62,8,74,FALSE
2488221174,63,110,30,32,21,8,1,104,62,47,TRUE
2488221128,98,62,41,74,1,85,67,104,29,25,FALSE
2488221094,36,76,8,90,42,87,93,99,106,1,TRUE
2488220924,73,51,75,29,9,74,35,52,30,1,TRUE
2488220585,50,53,62,13,42,98,1,49,28,46,FALSE
2488220551,49,99,1,30,2,90,43,59,18,8,FALSE
2488220445,58,1,9,104,14,18,59,26,95,7,FALSE
2488220374,20,47,95,14,4,42,93,1,43,99,TRUE
2488220282,32,45,8,35,90,76,38,75,1,57,TRUE
2488220018,102,21,1,14,71,43,56,53,99,8,TRUE
2488220006,18,23,26,60,9,88,13,1,8,48,TRUE
2488219966,6,1,44,87,63,62,32,46,66,26,TRUE
2488219725,84,42,94,15,14,1,110,12,56,21,FALSE
2488219502,53,8,74,97,9,32,81,20,23,1,FALSE
2488219469,104,62,74,25,1,44,32,30,14,18,FALSE
2488219459,20,50,32,54,93,3,60,18,1,53,FALSE
2488219406,88,44,5,39,42,89,71,9,1,37,FALSE
2488219358,11,76,54,87,63,44,26,1,5,55,TRUE
2488219303,87,44,22,30,99,69,46,2,62,1,TRUE
2488219283,1,68,80,11,4,99,42,73,74,5,TRUE
2488219229,49,1,32,30,104,73,94,19,9,62,TRUE
2488218837,26,7,31,8,80,1,81,83,11,33,TRUE
2488218782,2,58,93,10,44,1,21,100,32,46,TRUE
2488218505,1,69,98,8,50,44,35,14,9,19,TRUE
2488218175,11,25,93,10,32,62,36,99,1,34,FALSE
2488218168,97,92,25,1,54,99,50,95,106,44,FALSE
2488218016,57,11,1,2,34,39,17,18,5,104,FALSE
2488217963,102,43,110,112,67,11,35,30,1,36,FALSE
2488217952,41,103,21,18,62,1,80,104,5,93,TRUE
2488217951,21,62,34,8,84,44,5,71,77,1,TRUE
2488217944,4,84,59,75,11,22,1,6,2,53,FALSE
2488217874,34,90,70,18,1,30,28,95,26,54,FALSE
2488217718,7,26,14,1,98,93,35,44,90,30,FALSE
2488217676,60,29,1,97,45,2,6,93,47,51,FALSE
2488217650,63,1,40,9,21,8,73,87,32,104,FALSE
2488217336,84,15,104,11,16,7,18,87,54,1,TRUE
2488217209,42,93,36,97,17,104,16,9,1,71,TRUE
2488217092,18,21,19,57,10,20,1,36,70,14,FALSE
2488216700,71,17,57,90,1,93,49,101,44,32,TRUE
2488216596,35,11,57,67,62,22,14,93,46,1,TRUE
2488216499,4,60,8,14,52,1,48,93,44,37,TRUE
2488216459,50,21,53,8,6,104,88,54,1,85,TRUE
2488216455,75,69,48,90,28,11,1,94,54,5,TRUE
2488216371,1,32,44,100,12,2,35,25,14,7,TRUE
2488216175,14,1,34,87,86,11,55,33,98,74,TRUE
2488216166,46,55,35,22,18,93,105,104,86,1,TRUE
2488216110,42,9,20,26,94,18,104,22,1,53,TRUE
2488216109,52,40,32,8,21,1,44,83,6,34,FALSE
2488215707,73,23,107,79,98,50,2,9,14,1,TRUE
2488215703,27,7,13,70,56,104,45,1,54,35,FALSE
2488215603,1,29,8,93,30,67,63,22,101,42,FALSE
2488215492,102,9,1,59,21,98,87,18,74,93,TRUE
2488215440,41,14,21,93,49,53,6,1,30,70,TRUE
2488215162,6,1,56,27,110,79,8,41,19,77,FALSE
2488215080,1,74,99,56,17,104,6,57,39,90,FALSE
2488215071,26,98,46,25,1,14,84,70,61,44,FALSE
2488215062,8,98,93,1,73,74,104,64,32,67,FALSE
2488215032,83,1,8,73,97,99,53,77,32,31,TRUE
2488214868,74,29,6,8,42,98,75,1,64,70,TRUE
2488214682,54,2,1,19,44,35,45,79,32,93,FALSE
2488214584,42,69,8,9,25,74,103,21,56,1,FALSE
2488214537,48,99,25,21,1,16,23,44,59,73,TRUE
2488214152,1,45,19,74,7,2,60,12,57,47,FALSE
2488214064,33,68,38,1,8,23,17,9,93,105,FALSE
2488214024,1,2,27,43,55,5,46,93,98,104,TRUE
2488213953,100,23,11,56,26,22,1,97,7,54,FALSE
2488213908,80,56,43,38,18,15,1,83,111,42,TRUE
2488213672,14,36,27,98,93,30,9,1,100,104,TRUE
2488213587,10,104,56,51,86,1,14,90,18,95,FALSE
2488213513,9,34,96,1,30,41,14,29,26,109,FALSE
2488213499,34,104,19,64,25,70,74,32,2,1,FALSE
2488213416,22,8,93,1,7,98,54,26,35,103,TRUE
2488213339,1,18,2,62,31,19,4,104,93,37,FALSE
2488213231,78,72,1,102,73,63,42,32,61,104,TRUE
2488213135,54,1,23,59,26,73,74,102,104,18,TRUE
2488213110,26,1,9,7,74,8,33,32,87,22,FALSE
2488212990,74,32,18,16,98,104,1,93,90,63,TRUE
2488212907,42,56,14,25,7,1,26,21,5,54,TRUE
2488212891,7,11,1,19,9,54,97,25,10,69,TRUE
2488212867,14,57,54,32,1,104,93,62,74,70,TRUE
2488212741,88,56,12,2,93,42,14,54,1,51,TRUE
2488212730,88,93,26,1,44,4,34,18,32,112,FALSE
2488212672,18,8,22,95,21,26,35,1,44,6,TRUE
2488212553,22,1,85,112,36,9,42,99,73,54,TRUE
2488212500,18,27,45,94,63,1,62,29,75,14,TRUE
2488212459,90,14,25,42,1,43,21,67,55,7,TRUE
2488212380,47,1,86,42,98,17,9,8,59,44,TRUE
2488212378,32,71,20,74,18,37,35,100,1,57,TRUE
2488212348,35,32,45,95,41,1,70,56,102,18,TRUE
2488212139,11,54,1,64,23,21,50,2,18,87,FALSE
2488212132,67,1,85,41,101,15,6,93,33,57,FALSE
2488212076,56,55,94,29,31,46,78,30,71,1,TRUE
2488211859,42,43,104,88,75,97,1,9,26,14,TRUE
2488211779,8,27,41,6,62,100,35,71,32,1,TRUE
2488211770,35,8,4,5,26,1,105,36,22,32,TRUE
2488211719,29,101,1,41,35,100,22,74,44,25,FALSE
2488211654,19,47,61,43,71,1,14,63,11,26,TRUE
2488211587,21,84,1,32,95,6,57,18,44,62,FALSE
2488211522,14,22,2,61,1,53,18,5,6,104,FALSE
2488211514,14,44,67,26,104,42,46,8,31,1,TRUE
2488211495,32,1,31,42,15,101,26,18,28,74,TRUE
2488211465,22,57,3,20,1,67,95,30,16,99,FALSE
2488211385,20,1,103,3,11,62,21,2,28,19,FALSE
2488211359,1,74,99,67,68,73,72,22,26,5,TRUE
2488211341,100,1,2,12,46,74,90,14,70,44,FALSE
2488211278,66,28,7,1,110,97,54,56,76,104,FALSE
2488211071,42,104,74,2,6,7,52,32,1,25,TRUE
2488211066,60,10,25,4,6,46,1,86,98,9,FALSE
2488211009,5,21,94,48,113,97,86,8,1,98,TRUE
2488210895,93,86,1,63,60,4,32,69,45,53,FALSE
2488210849,36,4,93,74,27,99,1,16,44,23,TRUE
2488210848,57,2,35,104,109,1,42,4,62,69,TRUE
2488210796,21,43,7,110,93,30,113,100,33,1,TRUE
2488210757,94,53,6,21,54,14,1,36,93,25,FALSE
2488210722,40,34,94,92,46,99,14,1,25,20,FALSE
2488210697,1,74,86,84,72,83,34,104,29,41,FALSE
2488210560,85,44,9,98,48,1,101,81,26,52,TRUE
2488210399,1,38,84,35,26,104,74,32,8,87,FALSE
2488210343,98,41,70,36,25,104,1,32,74,99,TRUE
2488210300,74,36,57,93,42,113,1,29,26,18,FALSE
2488210298,92,18,95,56,1,54,35,36,93,2,FALSE
2488210184,7,67,58,1,100,85,72,74,56,61,FALSE
2488210135,84,71,1,93,5,98,18,113,77,2,TRUE
2488210093,32,55,6,1,86,2,20,16,4,44,FALSE
2488210020,112,1,53,113,102,5,104,98,42,74,FALSE
2488209905,32,6,2,18,4,59,35,105,1,14,TRUE
2488209806,14,44,5,1,64,95,42,35,53,32,TRUE
2488209787,21,104,70,42,44,22,17,99,1,36,TRUE
2488209526,8,30,11,104,57,26,42,39,1,106,TRUE
2488209502,70,72,40,9,11,62,45,95,1,81,TRUE
2488209425,54,96,26,45,12,1,43,18,107,29,TRUE
2488209385,23,17,42,93,44,1,8,53,62,11,TRUE
2488209305,1,14,97,28,99,23,31,96,57,54,FALSE
2488209245,44,26,27,20,29,41,102,1,74,75,TRUE
2488209219,39,32,61,104,109,1,100,73,2,48,FALSE
2488209154,85,38,1,86,17,110,98,59,102,7,FALSE
2488209121,19,95,84,9,42,52,44,57,1,26,TRUE
2488208941,72,62,76,57,63,95,1,48,21,32,TRUE
2488208901,21,4,84,1,11,65,73,26,8,57,TRUE
2488208850,81,1,99,4,11,32,70,71,17,22,TRUE
2488208800,9,8,106,93,23,19,16,99,1,74,TRUE
2488208559,31,74,19,94,98,54,75,18,1,36,FALSE
2488208437,44,7,94,85,2,74,27,1,79,70,TRUE
2488208415,73,84,4,32,54,80,30,1,15,109,TRUE
2488208414,79,97,84,25,44,1,72,26,90,104,TRUE
2488208387,19,1,22,73,105,35,8,18,64,36,TRUE
2488208371,42,9,31,62,30,1,99,36,74,14,TRUE
2488208274,62,18,106,1,34,93,68,17,67,26,FALSE
2488208188,110,14,94,90,4,13,1,17,98,84,TRUE
2488208130,52,50,1,64,2,46,30,32,3,6,FALSE
2488208104,71,2,35,18,7,1,44,57,26,21,TRUE
2488208098,14,34,5,1,26,93,75,87,17,83,TRUE
2488208049,8,77,93,76,3,5,39,1,57,50,FALSE
2488208017,26,64,47,1,14,93,86,67,23,107,FALSE
2488207976,1,21,32,28,26,34,9,62,11,14,FALSE
2488207970,32,97,18,16,23,2,1,68,53,51,TRUE
2488207966,1,74,18,86,93,78,34,104,5,4,FALSE
2488207932,42,74,14,26,28,18,22,1,21,64,FALSE
2488207894,27,44,73,1,9,90,51,14,11,48,TRUE
2488207860,16,50,11,84,10,98,47,1,83,61,TRUE
2488207813,4,13,81,58,93,41,105,1,35,61,FALSE
2488207730,26,44,62,8,21,93,48,1,56,14,TRUE
2488207726,8,88,38,40,74,1,16,37,44,104,FALSE
2488207679,7,74,1,104,2,17,63,40,92,12,TRUE
2488207656,26,23,94,86,44,1,14,31,42,101,FALSE
2488207627,1,44,53,74,86,71,93,75,8,30,FALSE
2488207620,74,25,81,62,42,2,93,36,13,1,TRUE
2488207585,103,86,106,93,27,33,1,2,26,39,TRUE
2488207531,8,74,9,1,93,29,42,75,47,56,TRUE
2488207508,17,1,14,97,32,109,43,51,75,39,TRUE
2488207492,98,99,93,74,42,1,8,9,26,36,FALSE
2488207483,47,32,93,21,1,8,34,6,88,96,TRUE
2488207383,47,69,1,14,12,7,11,104,59,32,FALSE
2488207287,47,30,1,7,16,93,26,9,17,104,TRUE
2488207250,29,9,23,63,93,2,104,21,1,86,TRUE
2488292910,58,113,14,26,52,86,38,99,107,48,FALSE
2488274507,113,77,33,3,5,111,66,91,103,90,TRUE
2488268077,93,107,10,80,113,53,17,28,35,66,FALSE
2488267355,13,69,66,30,81,33,113,94,11,42,FALSE
2488266925,91,113,5,3,32,38,36,57,40,61,FALSE
2488254567,49,13,69,26,113,14,23,34,67,80,FALSE
2488244374,75,99,74,35,32,42,63,7,113,106,TRUE
2488242480,6,45,70,68,48,64,113,53,85,73,TRUE
2488240068,14,1,83,30,74,113,71,42,36,94,TRUE
2488237784,36,11,113,51,2,102,32,25,98,93,TRUE
2488236754,74,8,92,6,93,106,44,87,113,104,FALSE
2488236130,11,101,17,45,50,82,63,89,93,113,TRUE
2488233637,49,21,113,5,8,106,46,51,32,102,TRUE
2488233237,47,113,23,27,59,67,14,44,88,19,TRUE
2488232696,43,32,19,20,14,18,70,57,103,113,FALSE
2488232601,28,106,44,40,21,3,104,57,113,32,FALSE
2488228804,75,93,19,104,28,113,94,83,32,11,TRUE
2488227503,20,21,102,73,93,11,113,84,29,28,TRUE
2488227126,56,68,104,20,113,4,21,77,15,93,FALSE
2488226983,43,99,86,16,113,21,71,41,53,65,TRUE
2488226642,60,87,10,9,113,51,105,94,81,83,FALSE
2488226128,28,102,1,93,113,41,98,5,54,44,FALSE
2488225860,12,64,113,97,93,42,58,23,53,26,TRUE
2488225693,109,44,113,8,35,14,3,18,9,71,FALSE
2488224660,35,104,5,44,62,32,28,113,45,14,TRUE
2488224656,102,61,113,101,78,69,8,46,95,19,TRUE
2488223401,34,5,28,53,113,7,112,59,39,99,TRUE
2488222706,113,41,40,82,101,85,93,70,25,31,FALSE
2488222064,34,60,40,47,113,8,106,82,51,70,FALSE
2488221362,47,69,30,4,8,113,14,46,109,22,TRUE
2488220060,88,1,73,101,100,65,48,113,69,12,TRUE
2488219884,36,32,4,48,8,7,94,39,113,18,FALSE
2488219850,44,32,113,21,14,59,71,2,70,27,TRUE
2488219769,44,93,100,113,34,1,104,29,54,50,FALSE
2488219518,20,11,51,61,23,106,72,39,113,49,TRUE
2488219355,55,70,36,48,81,99,54,23,113,35,TRUE
2488219130,8,105,34,113,44,104,18,85,50,42,FALSE
2488217953,113,93,23,48,33,16,63,70,39,29,TRUE
2488217405,53,113,63,30,22,8,55,18,25,34,TRUE
2488216802,59,28,106,97,91,29,22,88,113,104,FALSE
2488216006,27,9,100,21,52,48,113,44,2,14,FALSE
2488215500,113,62,21,44,104,99,2,35,14,5,FALSE
2488215395,99,98,5,47,50,2,44,113,109,4,TRUE
2488213994,6,27,63,32,54,53,113,80,2,44,TRUE
2488213365,70,72,113,15,95,76,11,82,12,6,FALSE
2488213190,32,113,105,109,26,50,52,98,59,47,FALSE
2488213154,17,68,54,22,90,4,43,28,113,71,TRUE
2488212125,93,22,5,8,27,72,28,104,113,44,TRUE
2488211659,113,86,99,3,44,21,14,32,48,90,FALSE
2488211158,102,113,41,94,112,28,81,15,5,72,FALSE
2488211119,40,113,77,35,60,69,25,81,43,63,FALSE
2488211006,8,113,57,20,18,49,64,21,2,90,FALSE
2488210917,30,113,41,36,73,5,21,94,62,82,FALSE
2488210502,113,104,74,18,5,93,29,9,61,57,TRUE
2488209917,53,70,113,4,47,18,8,103,49,75,FALSE
2488209100,113,44,86,59,42,11,22,99,33,9,FALSE
2488208955,63,18,113,47,109,19,9,72,4,101,TRUE
2488208892,63,113,71,84,65,73,74,43,47,56,TRUE
2488208062,25,113,94,61,32,23,30,95,82,93,TRUE
2488207904,113,44,32,94,110,12,28,59,104,42,TRUE
2488207900,35,109,40,8,113,98,61,51,95,29,TRUE
2488207028,93,5,17,30,41,1,73,113,7,47,TRUE
2488206459,104,21,52,29,113,49,68,18,45,98,FALSE
2488206059,36,32,14,54,67,42,1,113,11,57,TRUE
2488206033,21,9,84,104,22,7,93,113,98,70,TRUE
2488205808,42,14,74,44,35,113,94,1,86,96,TRUE
2488205654,41,79,113,22,9,7,95,18,74,12,FALSE
2488204997,113,38,36,93,112,98,97,10,35,14,TRUE
2488204325,113,2,98,53,50,4,42,25,106,73,FALSE
2488204303,69,12,55,95,36,53,37,71,44,113,TRUE
2488203991,46,102,14,5,1,9,44,35,113,84,TRUE
2488203663,25,63,45,31,59,113,57,68,30,50,FALSE
2488203652,72,26,33,57,14,113,19,102,85,89,TRUE
2488203485,41,75,17,98,113,26,110,104,93,19,TRUE
2488202790,21,20,111,25,44,49,12,113,60,72,TRUE
2488202635,71,28,8,113,9,48,32,63,84,75,FALSE
2488202596,8,44,94,113,99,9,93,75,67,29,FALSE
2488202047,36,93,23,113,7,86,2,44,43,53,FALSE
2488201885,31,4,54,60,30,23,12,113,14,58,TRUE
2488201817,36,91,28,67,39,93,103,113,69,32,FALSE
2488201426,70,113,112,103,55,109,44,41,38,45,FALSE
2488201245,25,113,39,15,72,74,104,10,101,14,TRUE
2488201131,54,88,14,113,109,9,50,1,27,62,TRUE
2488200707,1,53,89,32,113,112,42,9,6,2,TRUE
2488200337,31,18,113,81,75,56,49,47,93,109,TRUE
2488199866,8,85,42,54,46,41,81,113,104,32,TRUE
2488199544,70,18,47,59,113,35,7,29,68,60,FALSE
2488199475,82,50,102,12,94,104,80,83,113,29,TRUE
2488199139,91,25,80,2,51,5,21,113,66,32,TRUE
2488198634,14,32,8,113,17,21,74,57,29,93,TRUE
2488198630,113,41,33,74,71,53,21,39,44,75,TRUE
2488198500,62,7,56,41,40,74,28,89,113,59,TRUE
2488198450,87,89,113,77,99,70,96,63,102,41,TRUE
2488198403,35,17,98,113,7,11,30,8,75,21,TRUE
2488198401,35,44,14,16,113,42,94,8,22,41,FALSE
2488197487,113,93,33,74,32,81,55,8,30,91,FALSE
2488196817,12,72,113,4,31,21,81,94,83,56,TRUE
2488195071,4,2,53,105,113,16,52,75,6,14,FALSE
2488193506,16,113,11,99,48,80,40,52,4,39,FALSE
2488192729,7,46,10,113,37,41,23,99,101,38,FALSE
2488192002,93,113,106,30,33,9,1,74,32,55,TRUE
2488190422,57,18,21,83,7,59,4,37,113,93,TRUE
2488189219,41,74,9,81,65,2,113,30,1,71,TRUE
2488186813,45,90,6,23,20,62,105,2,18,113,TRUE
2488186228,13,31,113,7,2,14,6,5,17,11,FALSE
