2490325781,TRUE
2490325585,TRUE
2490325485,FALSE
2490325446,FALSE
2490325240,TRUE
2490324835,TRUE
2490324653,FALSE
2490324240,FALSE
2490323992,TRUE
2490323851,TRUE
2490323625,FALSE
2490323569,FALSE
2490323505,TRUE
2490323388,FALSE
2490323235,TRUE
2490323171,FALSE
2490323131,TRUE
2490323052,FALSE
2490322758,FALSE
2490322547,FALSE
2490322238,TRUE
2490322186,FALSE
2490321762,FALSE
2490321692,TRUE
2490321626,FALSE
2490321359,TRUE
2490321228,TRUE
2490320859,TRUE
2490320730,FALSE
2490320661,FALSE
2490320629,TRUE
2490320526,FALSE
2490320475,TRUE
2490320377,TRUE
2490320365,TRUE
2490320258,FALSE
2490319877,FALSE
2490319808,TRUE
2490476692,TRUE
2490470819,TRUE
2490466664,FALSE
2490463836,TRUE
2490463186,TRUE
2490461686,FALSE
2490459515,FALSE
2490455729,TRUE
2490455112,TRUE
2490450589,TRUE
2490441899,TRUE
2490440896,FALSE
2490436983,FALSE
2490434559,TRUE
2490432543,TRUE
2490432434,FALSE
2490430753,TRUE
2490429901,TRUE
2490425799,TRUE
2490425057,TRUE
2490424323,TRUE
2490423510,TRUE
2490420526,FALSE
2490420418,TRUE
2490418369,TRUE
2490418111,TRUE
2490417569,TRUE
2490417075,FALSE
2490416600,TRUE
2490415202,TRUE
2490414791,TRUE
2490414532,TRUE
2490414373,TRUE
2490414233,TRUE
2490413807,FALSE
2490412178,TRUE
2490412006,TRUE
2490411040,TRUE
2490410631,FALSE
2490410505,FALSE
2490410032,TRUE
2490409813,TRUE
2490409692,TRUE
2490409275,TRUE
2490409224,TRUE
2490408529,TRUE
2490408190,TRUE
2490407924,TRUE
2490406069,TRUE
2490403795,TRUE
2490398853,FALSE
2490398838,TRUE
2490398800,TRUE
2490397888,TRUE
2490397513,TRUE
2490396932,TRUE
2490396122,TRUE
2490393639,TRUE
2490393037,TRUE
2490391971,FALSE
2490391907,TRUE
2490390337,TRUE
2490390041,FALSE
2490389908,TRUE
2490389441,TRUE
2490389167,TRUE
2490388807,FALSE
2490388792,FALSE
2490388732,FALSE
2490388662,TRUE
2490388559,TRUE
2490387262,FALSE
2490386150,FALSE
2490385450,TRUE
2490384945,FALSE
2490384269,FALSE
2490383921,FALSE
2490383711,FALSE
2490383484,TRUE
2490382492,TRUE
2490382050,FALSE
2490381797,TRUE
2490473353,TRUE
2490464894,TRUE
2490436466,TRUE
2490435580,TRUE
2490432457,TRUE
2490430946,TRUE
2490430656,TRUE
